"state","startdate","enddate","pollster","grade","samplesize","rawpoll_clinton","rawpoll_trump","rawpoll_johnson","poll_id","result","grade_value","actual_clinton","actual_trump","actual_johnson","actual_other","predicted","is_correct","duration","is_national","end_date_to_election","error"
"U.S.","10/3/2016","10/3/2016","Gravis Marketing","B-",1690,44,44,5,46520,"Trump",7,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,0,TRUE,37,2.94121841136307
"New York","10/14/2016","10/20/2016","Ipsos","A-",346,53.73,30.1,NA,47214,"Clinton",10,53.520733300453,42.4515677991259,2.61212931326802,1.41556958715306,"Clinton",TRUE,6,FALSE,20,6.28041724933648
"U.S.","10/7/2016","10/11/2016","Ipsos","A-",2398,44.8,36.9,5.8,46809,"Trump",10,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,4,TRUE,29,5.30788507802974
"Pennsylvania","8/26/2016","8/27/2016","Public Policy Polling","B+",1194,48,43,NA,45263,"Trump",9,47.6491459868307,48.7921070761378,2.38945466136537,1.16929227566609,"Clinton",FALSE,1,FALSE,74,3.07148054465356
"District of Columbia","10/18/2016","10/26/2016","SurveyMonkey","C-",555,87,5,4,47563,"Clinton",4,90.8996594183914,4.0356300759759,0,5.06471050563269,"Clinton",TRUE,8,FALSE,14,2.95467644747184
"Florida","9/28/2016","9/29/2016","Opinion Savvy/InsiderAdvantage","C-",619,46.6,46.3,3.9,46304,"Trump",4,47.7880523077743,49.0639997869337,2.19465736277199,0.953290542520036,"Clinton",FALSE,1,FALSE,41,1.88579824397866
"Georgia","10/20/2016","10/24/2016","Google Consumer Surveys","B",468,34.06,40.4,5.31,47366,"Trump",8,45.5955036326511,51.3361495189058,3.06834684844316,-8.88178419700125e-16,"Trump",TRUE,4,FALSE,16,8.23776876770456
"Mississippi","8/11/2016","8/11/2016","Magellan Strategies","C",1084,39,52,3,44875,"Trump",5,39.7253795614224,58.337453471105,1.18565383791908,0.751513129553467,"Trump",TRUE,0,FALSE,90,2.95905973153612
"New Hampshire","10/8/2016","10/16/2016","SurveyMonkey","C-",569,47,36,10,47023,"Clinton",4,47.6194185051883,47.2522607462307,0,5.12832074858097,"Clinton",TRUE,8,FALSE,24,7.29055975047301
"Iowa","10/8/2016","10/16/2016","SurveyMonkey","C-",1135,40,45,10,47020,"Trump",4,42.1802084413564,51.7812791662346,3.71525977392928,2.32325261847972,"Trump",TRUE,8,FALSE,24,5.08207594455391
"Florida","8/22/2016","8/24/2016","Mason-Dixon Polling & Research, Inc.","B+",625,44,42,6,44990,"Trump",9,47.7880523077743,49.0639997869337,2.19465736277199,0.953290542520036,"Clinton",FALSE,2,FALSE,77,4.88579824397866
"Maryland","10/20/2016","10/24/2016","Google Consumer Surveys","B",411,48.15,26,5.74,47376,"Clinton",8,57.4651532395085,38.0510988549121,3.09702040217232,1.38672750340704,"Clinton",TRUE,4,FALSE,16,8.00307723074944
"Michigan","10/23/2016","10/23/2016","Mitchell Research & Communications","D",1241,49,41,3,47321,"Trump",2,47.3454835003621,47.5839648192559,3.61225188120069,1.45829979918132,"Clinton",FALSE,0,FALSE,17,2.95024440003148
"New Hampshire","10/20/2016","10/24/2016","Google Consumer Surveys","B",56,29.52,38.1,5.36,47386,"Clinton",8,47.6194185051883,47.2522607462307,0,5.12832074858097,"Trump",FALSE,4,FALSE,16,10.870559750473
"U.S.","10/11/2016","10/15/2016","Ipsos","A-",1214,41.4,39.1,5.7,47051,"Trump",10,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,4,TRUE,25,5.67455174469641
"Virginia","8/24/2016","8/28/2016","Hampton University","B",801,43,41,NA,45268,"Clinton",8,45.9096642176103,48.844086543126,3.0738862379495,2.17236300131419,"Clinton",TRUE,4,FALSE,73,5.37687538036815
"Michigan","10/7/2016","10/13/2016","Ipsos","A-",1168,43.78,37.33,NA,46836,"Trump",10,47.3454835003621,47.5839648192559,3.61225188120069,1.45829979918132,"Clinton",FALSE,6,FALSE,27,6.909724159809
"California","10/20/2016","10/28/2016","SurveyMonkey","C-",2431,54,31,7,47660,"Clinton",4,61.6427208083448,32.9898730900327,3.2088991068842,2.15850699473828,"Clinton",TRUE,8,FALSE,12,4.47456493049777
"Colorado","10/20/2016","10/24/2016","Google Consumer Surveys","B",611,40.48,26.21,6.6,47361,"Clinton",8,47.2206316044567,44.4165016875749,5.04720714664019,3.31565956132825,"Clinton",TRUE,4,FALSE,16,8.83330871513046
"Maine","10/15/2016","10/19/2016","Google Consumer Surveys","B",137,36.58,36.27,6.56,47124,"Clinton",8,47.8555727867305,45.1537994740746,5.09257636032634,1.89805137886858,"Clinton",TRUE,4,FALSE,21,7.20893196682624
"West Virginia","8/9/2016","8/28/2016","R.L. Repass & Partners","C+",386,31,49,10,45266,"Trump",6,26.4685284075987,68.6501201593842,3.21902895403445,1.6623224789827,"Trump",TRUE,19,FALSE,73,10.320854265917
"U.S.","10/15/2016","10/20/2016","IBD/TIPP","A-",789,40.2,41.1,7.7,47157,"Trump",10,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Trump",TRUE,5,TRUE,20,6.0745517446964
"Alaska","10/18/2016","10/26/2016","SurveyMonkey","C-",462,31,46,16,47557,"Trump",4,37.7175693869937,52.8878128700504,5.91796843317599,3.47664930977988,"Trump",TRUE,8,FALSE,14,7.89580460795605
"Florida","10/20/2016","10/28/2016","SurveyMonkey","C-",3129,47,44,5,47665,"Trump",4,47.7880523077743,49.0639997869337,2.19465736277199,0.953290542520036,"Clinton",FALSE,8,FALSE,12,2.88579824397865
"Wyoming","10/18/2016","10/26/2016","SurveyMonkey","C-",388,25,59,9,47606,"Trump",4,22.4927836875156,70.0517001551809,5.34087528443126,2.11464087287229,"Trump",TRUE,8,FALSE,14,5.73934706107801
"Alaska","10/15/2016","10/19/2016","Google Consumer Surveys","B",111,28.07,36.9,9.09,47103,"Trump",8,37.7175693869937,52.8878128700504,5.91796843317599,3.47664930977988,"Trump",TRUE,4,FALSE,21,9.60247127462272
"Iowa","8/3/2016","8/7/2016","Marist College","A",899,35,35,12,44810,"Trump",11,42.1802084413564,51.7812791662346,3.71525977392928,2.32325261847972,"Clinton",FALSE,4,FALSE,94,10.7487426112206
"U.S.","8/12/2016","8/13/2016","Zogby Interactive/JZ Analytics","C-",1277,38,36,8,44869,"Trump",4,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,1,TRUE,88,8.60788507802974
"Colorado","8/4/2016","8/10/2016","Marist College","A",899,41,29,15,44838,"Clinton",11,47.2206316044567,44.4165016875749,5.04720714664019,3.31565956132825,"Clinton",TRUE,6,FALSE,91,10.5299753817971
"Virginia","8/4/2016","8/10/2016","Marist College","A",897,43,31,12,44840,"Clinton",11,45.9096642176103,48.844086543126,3.0738862379495,2.17236300131419,"Clinton",TRUE,6,FALSE,91,9.89328817426227
"U.S.","8/16/2016","9/12/2016","Pew Research Center","B+",3941,45,38,10,45916,"Trump",9,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,27,TRUE,58,6.27455174469641
"North Carolina","10/13/2016","10/20/2016","Rasmussen Reports/Pulse Opinion Research","C+",875,46,41,6,47230,"Trump",6,46.702398610986,50.5371564051271,2.76044498388693,6.21724893790088e-15,"Clinton",FALSE,7,FALSE,20,4.49303667740872
"Ohio","10/13/2016","10/20/2016","Rasmussen Reports/Pulse Opinion Research","C+",875,42,43,6,47231,"Trump",6,43.5085284753525,52.0521764113272,3.16594355911627,1.27335155420396,"Trump",TRUE,7,FALSE,20,4.46492044252116
"Florida","10/13/2016","10/20/2016","Rasmussen Reports/Pulse Opinion Research","C+",875,47,41,4,47229,"Trump",6,47.7880523077743,49.0639997869337,2.19465736277199,0.953290542520036,"Clinton",FALSE,7,FALSE,20,3.55246491064532
"Pennsylvania","10/13/2016","10/20/2016","Rasmussen Reports/Pulse Opinion Research","C+",875,44,41,6,47232,"Trump",6,47.6491459868307,48.7921070761378,2.38945466136537,1.16929227566609,"Clinton",FALSE,7,FALSE,20,5.01726613386773
"Washington","10/20/2016","10/24/2016","Google Consumer Surveys","B",517,45.25,28.98,6.55,47403,"Clinton",8,55.0233683188114,37.8002882146734,4.76808885982145,2.40825460669369,"Clinton",TRUE,4,FALSE,16,6.79185589122113
"U.S.","10/23/2016","10/25/2016","Rasmussen Reports/Pulse Opinion Research","C+",1500,44,43,4,47472,"Trump",6,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,2,TRUE,15,2.94121841136307
"New York","8/4/2016","8/8/2016","Gravis Marketing","B-",1717,48,34,6,44829,"Clinton",7,53.520733300453,42.4515677991259,2.61212931326802,1.41556958715306,"Clinton",TRUE,4,FALSE,93,5.7867239287703
"South Dakota","10/18/2016","10/26/2016","SurveyMonkey","C-",418,32,53,11,47597,"Trump",4,31.7370496180215,61.5329944574608,5.63306823187325,1.09688769264444,"Trump",TRUE,8,FALSE,14,4.72095886918869
"Maine","8/4/2016","8/8/2016","Gravis Marketing","B-",2046,43,33,10,44823,"Clinton",7,47.8555727867305,45.1537994740746,5.09257636032634,1.89805137886858,"Clinton",TRUE,4,FALSE,93,7.30559863349291
"Arizona","10/20/2016","10/24/2016","Google Consumer Surveys","B",591,39.71,35.6,6.8,47359,"Trump",8,45.3871175726315,49.5030565102942,3.88552508471454,1.22430083235974,"Clinton",FALSE,4,FALSE,16,7.49821633273706
"New Hampshire","10/15/2016","10/19/2016","Google Consumer Surveys","B",89,41.91,29.45,4.48,47133,"Clinton",8,47.6194185051883,47.2522607462307,0,5.12832074858097,"Clinton",TRUE,4,FALSE,21,9.33055975047301
"U.S.","10/21/2016","10/27/2016","CVOTER International","C+",1332,48.77,47.39,NA,47789,"Trump",6,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,6,TRUE,13,1.00052944610152
"Delaware","10/15/2016","10/19/2016","Google Consumer Surveys","B",113,37.21,28.18,12.04,47111,"Clinton",8,53.355000169862,41.9226108915488,3.34084500662462,1.38154393196462,"Clinton",TRUE,4,FALSE,21,12.8622553515954
"Indiana","8/13/2016","8/16/2016","Monmouth University","A+",403,36,47,10,44881,"Trump",12,37.9111684702845,57.1713233033153,4.91750822640023,-2.66453525910038e-15,"Trump",TRUE,3,FALSE,85,5.72166118239985
"Alabama","7/19/2016","7/19/2016","Strategy Research","",4100,33,57,NA,44747,"Trump",NA,34.5537529503192,62.8884135764003,2.11094884188695,0.446884631393557,"Trump",TRUE,0,FALSE,113,3.72108326335974
"Minnesota","10/20/2016","10/24/2016","Google Consumer Surveys","B",596,36.63,29.88,8.21,47379,"Clinton",8,46.8616830864311,45.360347880472,3.87271447988687,3.90525455321005,"Clinton",TRUE,4,FALSE,16,10.0164388290054
"Georgia","8/4/2016","8/8/2016","Gravis Marketing","B-",1604,39,43,8,44820,"Trump",7,45.5955036326511,51.3361495189058,3.06834684844316,-8.88178419700125e-16,"Trump",TRUE,4,FALSE,93,6.6211021010379
"Montana","10/18/2016","10/26/2016","SurveyMonkey","C-",549,35,51,9,47582,"Trump",4,35.9756260964031,56.5068881426648,5.62018020692257,1.89730555400951,"Trump",TRUE,8,FALSE,14,3.28744467738179
"North Dakota","10/18/2016","10/26/2016","SurveyMonkey","C-",372,31,52,12,47590,"Trump",4,27.7551577597873,64.1405118586928,6.33620996652501,1.76812041499489,"Trump",TRUE,8,FALSE,14,7.01638137746018
"New Mexico","10/8/2016","10/16/2016","SurveyMonkey","C-",889,41,33,18,47024,"Clinton",4,48.2947853632782,40.0106099987816,9.33844880802502,2.35615582991512,"Clinton",TRUE,8,FALSE,24,7.65564885134495
"California","10/14/2016","10/20/2016","Ipsos","A-",503,63.82,25.62,NA,47188,"Clinton",10,61.6427208083448,32.9898730900327,3.2088991068842,2.15850699473828,"Clinton",TRUE,6,FALSE,20,4.77357614084397
"Michigan","10/20/2016","10/24/2016","Google Consumer Surveys","B",596,38.94,32.42,6.06,47378,"Trump",8,47.3454835003621,47.5839648192559,3.61225188120069,1.45829979918132,"Clinton",FALSE,4,FALSE,16,8.67239881280577
"Georgia","10/20/2016","10/28/2016","SurveyMonkey","C-",2433,44,45,8,47666,"Trump",4,45.5955036326511,51.3361495189058,3.06834684844316,-8.88178419700125e-16,"Trump",TRUE,8,FALSE,12,4.28776876770456
"U.S.","10/26/2016","10/28/2016","The Times-Picayune/Lucid","",2617,43,40,6,47854,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,2,TRUE,12,4.94121841136307
"U.S.","10/6/2016","10/10/2016","Ipsos","A-",2359,44.3,37.1,5.9,46747,"Trump",10,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,4,TRUE,30,5.44121841136307
"Nebraska","10/18/2016","10/26/2016","SurveyMonkey","C-",513,32,51,11,47583,"Trump",4,33.9926865415981,60.3023938791368,4.66897043088832,1.03594914837681,"Trump",TRUE,8,FALSE,14,5.87536999661552
"West Virginia","10/18/2016","10/26/2016","SurveyMonkey","C-",410,29,60,7,47604,"Trump",4,26.4685284075987,68.6501201593842,3.21902895403445,1.6623224789827,"Trump",TRUE,8,FALSE,14,4.98752093258367
"Nevada","10/8/2016","10/16/2016","SurveyMonkey","C-",884,40,44,9,47022,"Clinton",4,48.4521090402887,44.8878016695724,3.36067900150018,3.29941028863871,"Trump",FALSE,8,FALSE,24,4.99307723612031
"U.S.","8/9/2016","8/15/2016","Normington, Petts & Associates","C+",1000,45,37,8,44893,"Trump",6,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,6,TRUE,86,5.94121841136307
"Virginia","10/20/2016","10/24/2016","Google Consumer Surveys","B",546,43.11,31.39,7.69,47401,"Clinton",8,45.9096642176103,48.844086543126,3.0738862379495,2.17236300131419,"Clinton",TRUE,4,FALSE,16,8.28995484092894
"U.S.","10/14/2016","10/19/2016","IBD/TIPP","A-",779,40.2,41.2,7.3,47092,"Trump",10,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Trump",TRUE,5,TRUE,21,5.90788507802974
"Florida","10/14/2016","10/20/2016","Ipsos","A-",631,48.01,44.38,NA,47192,"Trump",10,47.7880523077743,49.0639997869337,2.19465736277199,0.953290542520036,"Clinton",FALSE,6,FALSE,20,2.45297373957973
"Mississippi","10/24/2016","10/30/2016","SurveyMonkey","C-",635,42,47,5,47818,"Trump",4,39.7253795614224,58.337453471105,1.18565383791908,0.751513129553467,"Trump",TRUE,6,FALSE,10,5.80880669058783
"Florida","8/12/2016","8/15/2016","Monmouth University","A+",402,48,39,6,44864,"Trump",12,47.7880523077743,49.0639997869337,2.19465736277199,0.953290542520036,"Clinton",FALSE,3,FALSE,86,4.69376337212915
"U.S.","9/27/2016","9/27/2016","Gravis Marketing","B-",3386,47,43,6,46302,"Trump",7,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,0,TRUE,43,2.60788507802974
"Rhode Island","10/24/2016","10/30/2016","SurveyMonkey","C-",412,49,36,8,47833,"Clinton",4,54.3070420392685,38.9905794660611,0,6.70237849467039,"Clinton",TRUE,6,FALSE,10,5.43254050177654
"Rhode Island","10/18/2016","10/26/2016","SurveyMonkey","C-",540,49,37,7,47595,"Clinton",4,54.3070420392685,38.9905794660611,0,6.70237849467039,"Clinton",TRUE,8,FALSE,14,4.76587383510987
"Florida","10/4/2016","10/4/2016","Gravis Marketing","B-",821,47,45,2,46545,"Trump",7,47.7880523077743,49.0639997869337,2.19465736277199,0.953290542520036,"Clinton",FALSE,0,FALSE,36,1.68223648582665
"New Hampshire","10/24/2016","10/30/2016","SurveyMonkey","C-",635,46,36,12,47823,"Clinton",4,47.6194185051883,47.2522607462307,0,5.12832074858097,"Clinton",TRUE,6,FALSE,10,8.29055975047301
"Vermont","10/24/2016","10/30/2016","SurveyMonkey","C-",422,51,25,9,47839,"Clinton",4,56.677828384619,30.2674051386222,0,13.0547664767588,"Clinton",TRUE,6,FALSE,10,6.64841117441375
"Delaware","10/18/2016","10/26/2016","SurveyMonkey","C-",581,53,34,8,47564,"Clinton",4,53.355000169862,41.9226108915488,3.34084500662462,1.38154393196462,"Clinton",TRUE,8,FALSE,14,4.31225535159538
"Tennessee","10/7/2016","10/20/2016","Ipsos","A-",433,34.69,44.35,NA,47222,"Trump",10,34.8981020175145,61.0700485492965,2.82063242471599,1.21121700847309,"Trump",TRUE,13,FALSE,20,8.46407528340546
"Indiana","10/20/2016","10/24/2016","Google Consumer Surveys","B",658,34.08,33.95,7.47,47371,"Trump",8,37.9111684702845,57.1713233033153,4.91750822640023,-2.66453525910038e-15,"Clinton",FALSE,4,FALSE,16,9.86832784906651
"Hawaii","10/15/2016","10/19/2016","Google Consumer Surveys","B",94,49.02,27.28,4.87,47114,"Clinton",8,62.3160973292359,30.0994175487562,3.67533168049803,3.90915344150992,"Clinton",TRUE,4,FALSE,21,5.77006106583134
"Missouri","10/20/2016","10/24/2016","Google Consumer Surveys","B",602,34.99,36.54,8.85,47380,"Trump",8,35.6597126507933,59.3112835038455,3.60576014984977,1.42324369551143,"Trump",TRUE,4,FALSE,16,9.56174533492968
"Wisconsin","10/20/2016","10/24/2016","Google Consumer Surveys","B",763,41.78,27.01,6.39,47404,"Trump",8,46.9401824344058,47.8658366784169,3.61479579708078,1.57918509009651,"Clinton",FALSE,4,FALSE,16,9.59707443858064
"U.S.","10/24/2016","10/30/2016","USC Dornsife/LA Times","",3237,43.2,46.6,NA,47853,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Trump",TRUE,6,TRUE,10,2.60610975671875
"Oklahoma","10/18/2016","10/26/2016","SurveyMonkey","C-",573,31,55,11,47592,"Trump",4,29.0505259590043,65.1800005160905,5.7694735249052,-8.88178419700125e-15,"Trump",TRUE,8,FALSE,14,5.78666701072701
"Hawaii","10/24/2016","10/30/2016","SurveyMonkey","C-",437,52,31,7,47805,"Clinton",4,62.3160973292359,30.0994175487562,3.67533168049803,3.90915344150992,"Clinton",TRUE,6,FALSE,10,4.84711603332723
"Delaware","10/24/2016","10/30/2016","SurveyMonkey","C-",429,51,38,6,47802,"Clinton",4,53.355000169862,41.9226108915488,3.34084500662462,1.38154393196462,"Clinton",TRUE,6,FALSE,10,2.97892201826205
"Montana","10/24/2016","10/30/2016","SurveyMonkey","C-",382,38,48,11,47820,"Trump",4,35.9756260964031,56.5068881426648,5.62018020692257,1.89730555400951,"Trump",TRUE,6,FALSE,10,5.3036939464464
"Maryland","10/24/2016","10/30/2016","SurveyMonkey","C-",696,63,27,6,47814,"Clinton",4,57.4651532395085,38.0510988549121,3.09702040217232,1.38672750340704,"Clinton",TRUE,6,FALSE,10,6.49630840441043
"Arkansas","10/24/2016","10/30/2016","SurveyMonkey","C-",446,37,53,5,47797,"Trump",4,33.7643222155259,60.4362726044055,2.63157894736842,3.16782623270013,"Trump",TRUE,6,FALSE,10,4.34679048050372
"New Hampshire","8/7/2016","8/8/2016","Vox Populi Communications","B",820,41,31,11,44819,"Clinton",8,47.6194185051883,47.2522607462307,0,5.12832074858097,"Clinton",TRUE,1,FALSE,93,11.290559750473
"U.S.","9/22/2016","9/23/2016","YouGov","B",1115,44,41,5,46033,"Trump",8,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,1,TRUE,47,3.94121841136307
"New York","7/13/2016","7/17/2016","Quinnipiac University","A-",1104,45,33,6,44621,"Clinton",10,53.520733300453,42.4515677991259,2.61212931326802,1.41556958715306,"Clinton",TRUE,4,FALSE,115,7.12005726210364
"Washington","10/24/2016","10/30/2016","SurveyMonkey","C-",699,53,34,8,47841,"Clinton",4,55.0233683188114,37.8002882146734,4.76808885982145,2.40825460669369,"Clinton",TRUE,6,FALSE,10,3.0185225578878
"Pennsylvania","8/25/2016","8/29/2016","Franklin & Marshall College","B+",496,45,40,5,45256,"Trump",9,47.6491459868307,48.7921070761378,2.38945466136537,1.16929227566609,"Clinton",FALSE,4,FALSE,72,4.68393280053439
"New Jersey","10/24/2016","10/30/2016","SurveyMonkey","C-",674,55,34,4,47824,"Clinton",4,55.0153705155497,41.7838832314301,1.86930612673621,1.33144012628394,"Clinton",TRUE,6,FALSE,10,3.30998254008121
"North Carolina","10/20/2016","10/24/2016","Google Consumer Surveys","B",573,35.52,39.6,5.85,47383,"Trump",8,46.702398610986,50.5371564051271,2.76044498388693,6.21724893790088e-15,"Trump",TRUE,4,FALSE,16,8.40303667740872
"Arkansas","10/18/2016","10/26/2016","SurveyMonkey","C-",570,34,53,7,47559,"Trump",4,33.7643222155259,60.4362726044055,2.63157894736842,3.16782623270013,"Trump",TRUE,8,FALSE,14,4.01345714717038
"U.S.","10/13/2016","10/18/2016","IBD/TIPP","A-",782,40,41.3,8,47073,"Trump",10,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Trump",TRUE,5,TRUE,22,6.17455174469641
"Oklahoma","10/24/2016","10/30/2016","SurveyMonkey","C-",430,30,57,11,47830,"Trump",4,29.0505259590043,65.1800005160905,5.7694735249052,-8.88178419700125e-15,"Trump",TRUE,6,FALSE,10,4.78666701072701
"Tennessee","10/18/2016","10/26/2016","SurveyMonkey","C-",644,38,50,6,47598,"Trump",4,34.8981020175145,61.0700485492965,2.82063242471599,1.21121700847309,"Trump",TRUE,8,FALSE,14,5.78377136902201
"Washington","10/7/2016","10/20/2016","Ipsos","A-",488,46.14,42.36,NA,47226,"Clinton",10,55.0233683188114,37.8002882146734,4.76808885982145,2.40825460669369,"Clinton",TRUE,13,FALSE,20,6.72154005206901
"Rhode Island","10/15/2016","10/19/2016","Google Consumer Surveys","B",70,45.07,32.76,4.1,47142,"Clinton",8,54.3070420392685,38.9905794660611,0,6.70237849467039,"Clinton",TRUE,4,FALSE,21,6.52254050177654
"Idaho","10/24/2016","10/30/2016","SurveyMonkey","C-",407,31,49,11,47806,"Trump",4,27.5599177606486,59.1656919511504,4.10557440409163,9.16881588410936,"Trump",TRUE,6,FALSE,10,6.83339992880339
"Vermont","10/18/2016","10/26/2016","SurveyMonkey","C-",502,53,24,10,47601,"Clinton",4,56.677828384619,30.2674051386222,0,13.0547664767588,"Clinton",TRUE,8,FALSE,14,6.64841117441375
"Maryland","10/18/2016","10/26/2016","SurveyMonkey","C-",1046,62,27,6,47576,"Clinton",4,57.4651532395085,38.0510988549121,3.09702040217232,1.38672750340704,"Clinton",TRUE,8,FALSE,14,6.1629750710771
"Missouri","7/20/2016","7/24/2016","SurveyUSA","A",1943,37,47,8,44692,"Trump",11,35.6597126507933,59.3112835038455,3.60576014984977,1.42324369551143,"Trump",TRUE,4,FALSE,108,6.01527023440084
"Alaska","10/24/2016","10/30/2016","SurveyMonkey","C-",294,39,47,11,47795,"Trump",4,37.7175693869937,52.8878128700504,5.91796843317599,3.47664930977988,"Trump",TRUE,6,FALSE,10,4.08409168329359
"U.S.","10/20/2016","10/26/2016","CVOTER International","C+",1363,48.84,46.95,NA,47641,"Trump",6,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,6,TRUE,14,1.25552944610152
"Idaho","10/18/2016","10/26/2016","SurveyMonkey","C-",500,29,49,15,47568,"Trump",4,27.5599177606486,59.1656919511504,4.10557440409163,9.16881588410936,"Trump",TRUE,8,FALSE,14,7.50006659547006
"U.S.","10/13/2016","10/15/2016","Morning Consult","",1737,42,36,10,46876,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,2,TRUE,25,7.94121841136307
"District of Columbia","10/24/2016","10/30/2016","SurveyMonkey","C-",314,87,4,4,47801,"Clinton",4,90.8996594183914,4.0356300759759,0,5.06471050563269,"Clinton",TRUE,6,FALSE,10,2.64509649812244
"Connecticut","10/24/2016","10/30/2016","SurveyMonkey","C-",488,51,39,4,47800,"Clinton",4,54.5250895777233,41.0056213108389,0,4.46928911143775,"Clinton",TRUE,6,FALSE,10,3.17690362952075
"Pennsylvania","8/30/2016","9/2/2016","YouGov","B",1091,45,37,6,45321,"Trump",8,47.6491459868307,48.7921070761378,2.38945466136537,1.16929227566609,"Clinton",FALSE,3,FALSE,68,6.01726613386773
"U.S.","8/26/2016","9/1/2016","IBD/TIPP","A-",861,39,39,12,45272,"Trump",10,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,6,TRUE,69,8.60788507802974
"New Jersey","10/20/2016","10/24/2016","Google Consumer Surveys","B",813,43.94,28.62,4.76,47387,"Clinton",8,55.0153705155497,41.7838832314301,1.86930612673621,1.33144012628394,"Clinton",TRUE,4,FALSE,16,9.04331587341454
"Maine","10/24/2016","10/30/2016","SurveyMonkey","C-",386,50,38,7,47813,"Clinton",4,47.8555727867305,45.1537994740746,5.09257636032634,1.89805137886858,"Clinton",TRUE,6,FALSE,10,3.73521677567258
"New Hampshire","10/18/2016","10/26/2016","SurveyMonkey","C-",861,49,35,11,47585,"Clinton",4,47.6194185051883,47.2522607462307,0,5.12832074858097,"Clinton",TRUE,8,FALSE,14,8.21094741368081
"Indiana","10/7/2016","10/20/2016","Ipsos","A-",354,38.42,49.04,NA,47196,"Trump",10,37.9111684702845,57.1713233033153,4.91750822640023,-2.66453525910038e-15,"Trump",TRUE,13,FALSE,20,4.3200774165154
"Massachusetts","10/24/2016","10/30/2016","SurveyMonkey","C-",707,58,28,8,47815,"Clinton",4,60.7999118683992,33.5156617714637,4.2327924442006,1.45163391593644,"Clinton",TRUE,6,FALSE,10,4.02759373188746
"Indiana","10/24/2016","10/30/2016","SurveyMonkey","C-",592,37,49,11,47808,"Trump",4,37.9111684702845,57.1713233033153,4.91750822640023,-2.66453525910038e-15,"Trump",TRUE,6,FALSE,10,5.05499451573318
"Wyoming","10/24/2016","10/30/2016","SurveyMonkey","C-",251,23,62,8,47844,"Trump",4,22.4927836875156,70.0517001551809,5.34087528443126,2.11464087287229,"Trump",TRUE,6,FALSE,10,3.73934706107801
"Illinois","10/24/2016","10/30/2016","SurveyMonkey","C-",957,53,34,8,47807,"Clinton",4,55.4768865833625,39.3416353694072,3.80096922231803,1.38050882491223,"Clinton",TRUE,6,FALSE,10,4.00585091015057
"Missouri","10/7/2016","10/20/2016","Ipsos","A-",321,37.03,48.14,NA,47207,"Trump",10,35.6597126507933,59.3112835038455,3.60576014984977,1.42324369551143,"Trump",TRUE,13,FALSE,20,6.27078542652615
"Kentucky","10/18/2016","10/26/2016","SurveyMonkey","C-",426,29,60,8,47573,"Trump",4,32.6947933445152,62.5442328109451,2.79455698558658,1.9664168589531,"Trump",TRUE,8,FALSE,14,3.81482305662458
"Utah","9/12/2016","9/19/2016","Dan Jones & Associates","C+",820,25,34,13,46030,"Trump",6,27.7176079770909,46.2765587365115,3.30438777549909,22.7014455108985,"Trump",TRUE,7,FALSE,51,8.22992631270111
"Connecticut","10/18/2016","10/26/2016","SurveyMonkey","C-",614,51,36,7,47562,"Clinton",4,54.5250895777233,41.0056213108389,0,4.46928911143775,"Clinton",TRUE,8,FALSE,14,5.17690362952075
"Wisconsin","10/8/2016","10/16/2016","SurveyMonkey","C-",1076,43,38,12,47030,"Trump",4,46.9401824344058,47.8658366784169,3.61479579708078,1.57918509009651,"Clinton",FALSE,8,FALSE,24,7.39707443858064
"Louisiana","10/18/2016","10/26/2016","SurveyMonkey","C-",435,38,53,4,47574,"Trump",4,38.4417482334054,58.0967026855393,0,3.46154908105528,"Trump",TRUE,8,FALSE,14,3.17948363964824
